Gene	Normal	Tumour	FDR	AveExpr	P value	Normal-1	Normal-2	Normal-3	Normal-4	Normal-5	Tumour-1	Tumour-2	Tumour-3	Tumour-4	Tumour-5	Normal-1 CPM	Normal-2 CPM	Normal-3 CPM	Normal-4 CPM	Normal-5 CPM	Tumour-1 CPM	Tumour-2 CPM	Tumour-3 CPM	Tumour-4 CPM	Tumour-5 CPM
PPP2R5C	0	0.196305998457235	0.876897142518413	6.978786888043	0.667555827925703	4919	3946	5796	7837	5851	3600	16377	3421	8531	5684	111.470	131.802	109.055	122.997	117.131	84.831	290.495	65.639	130.593	97.146
C18orf55	0	-0.199546461303382	0.876897142518413	4.17541465830286	0.667506064840624	727	620	1099	1097	1052	699	1567	588	979	754	16.475	20.709	20.678	17.217	21.060	16.471	27.795	11.282	14.987	12.887
UBR7	0	0.193487352595667	0.876897142518413	5.99983324594091	0.667527366242466	2262	2168	2760	4654	2756	2360	8078	1149	4018	3376	51.259	72.414	51.931	73.042	55.172	55.611	143.287	22.046	61.508	57.700
C8orf86	0	0.486281285437806	0.876950290993188	-3.48089586056857	0.667640708825226	2	1	1	6	1	2	0	0	11	5	0.045	0.033	0.019	0.094	0.020	0.047	0.000	0.000	0.168	0.085
PCLO	0	0.235833833515346	0.877074241159241	4.37538776410395	0.667794742389451	876	342	439	2359	1056	1522	2303	396	1247	582	19.851	11.423	8.260	37.023	21.140	35.864	40.851	7.598	19.089	9.947
SPIRE1	0	0.163736826643453	0.877074241159241	5.43095512476314	0.667823928330753	2011	1198	1933	2672	2011	2364	2110	2830	2303	2442	45.571	40.015	36.370	41.936	40.258	55.705	37.427	54.299	35.254	41.737
C20orf27	0	-0.254211723229582	0.877081999574594	5.28711440426918	0.66787426297259	1356	946	4598	682	2038	1111	1175	4307	1958	676	30.728	31.598	86.514	10.704	40.799	26.180	20.842	82.638	29.973	11.554
CCDC148	0	0.359155732955817	0.877129615662704	-0.296512758198614	0.667954950961052	16	28	5	125	17	81	41	19	65	28	0.363	0.935	0.094	1.962	0.340	1.909	0.727	0.365	0.995	0.479
C17orf87	0	-0.331899068689101	0.877236204587303	-0.366995613602849	0.668080555970525	63	36.99	24.07	20.13	37.47	32	20.09	15	88	35	1.428	1.236	0.453	0.316	0.750	0.754	0.356	0.288	1.347	0.598
NAPSB	0	0.414777749034681	0.877292972097035	2.41751677595612	0.668168226544982	149	413	5	485	32	263	141	23	1412	95	3.377	13.795	0.094	7.612	0.641	6.197	2.501	0.441	21.615	1.624
EPGN	0	0.572367607723507	0.877331192227692	-3.74946419395008	0.668241775784004	0	1	0	6	1	0	5	5	0	1	0.000	0.033	0.000	0.094	0.020	0.000	0.089	0.096	0.000	0.017
PPP1R13B	0	0.176327585928226	0.877362516185229	5.11865208842636	0.668344697112894	1292	1269	1163	3265	1214	1603	3008	1222	3180	1287	29.278	42.386	21.882	51.242	24.303	37.773	53.356	23.446	48.680	21.996
HINT3	0	-0.158956978231008	0.877362516185229	5.75609086712808	0.668354517318897	2210	1992	2785	3887	2889	1973	2588	1998	3675	3883	50.081	66.536	52.401	61.004	57.835	46.492	45.906	38.336	56.257	66.365
KRT4	0	0.542452469623555	0.877486566205834	0.513371769820795	0.668494772749414	2	35	0	316	9	0	145	186	44	54	0.045	1.169	0.000	4.959	0.180	0.000	2.572	3.569	0.674	0.923
TNKS2	0	-0.170899906513171	0.877486566205834	6.64632907805991	0.66853791116918	4661	2962	5291	8456	4877	5558	4382	2662	5971	7070	105.623	98.935	99.553	132.712	97.632	130.969	77.728	51.076	91.404	120.834
GDF1	0	0.47642694924018	0.877516509055947	-2.45825530515233	0.668763077301245	1.16	12.54	2.54	11.55	0	0	8.36	8.2	27.37	6.35	0.026	0.419	0.048	0.181	0.000	0.000	0.148	0.157	0.419	0.109
PCDH1	0	-0.192624466377027	0.877516509055947	6.09810684097062	0.66878390806992	1973	4120	2926	5225	3053	2799	1036	3897	5632	4233	44.710	137.614	55.054	82.003	61.118	65.956	18.377	74.772	86.215	72.347
PSMC5	0	0.174503516037537	0.877516509055947	6.74316243693157	0.668962072746111	4699.25	3246	4068	7016.21	5370	3852	5560.98	9199	5624.48	5830	106.490	108.421	76.542	110.116	107.502	90.769	98.641	176.501	86.100	99.641
AURKC	0	-0.378104125155453	0.877516509055947	-0.500837280405481	0.668902746970792	61	29	26	26	29	8	5	93	26	16	1.382	0.969	0.489	0.408	0.581	0.189	0.089	1.784	0.398	0.273
ZNF33B	0	0.189945986116044	0.877516509055947	4.99731866608067	0.668867438121963	1090	1388	1116	2446	1205	586	1624	1303	4091	2344	24.701	46.361	20.998	38.389	24.123	13.809	28.806	25.001	62.625	40.062
TBC1D23	0	0.157861749223312	0.877516509055947	5.87765633940189	0.668972711779515	2651	1618	3153	3337	2558	3044	3361	3214	4078	3066	60.075	54.043	59.325	52.372	51.208	71.729	59.617	61.667	62.426	52.401
UNC93B1	0	-0.200284374599485	0.877516509055947	4.5599920083264	0.668711054823327	1344	869	1072	1580	1148	1215	359	1258	1950	1216	30.456	29.026	20.170	24.797	22.982	28.630	6.368	24.137	29.851	20.783
FDXACB1	0	-0.29392459800319	0.877516509055947	1.98917909983159	0.668958671539445	127	212.2	152.09	416.9	165.4	179.12	145	53.07	521.06	146.08	2.878	7.088	2.862	6.543	3.311	4.221	2.572	1.018	7.976	2.497
THEM4	0	0.189094205195217	0.877516509055947	4.2440653346676	0.668787365367968	660	697	756	1446	773	1192	1041	848	1691	754	14.956	23.281	14.225	22.694	15.475	28.088	18.465	16.271	25.886	12.887
C12orf71	0	-0.484531045589483	0.877516509055947	-3.78568590177276	0.669005216178759	1	0	4	3	2	1	1	4	0	1	0.023	0.000	0.075	0.047	0.040	0.024	0.018	0.077	0.000	0.017
CPPED1	0	-0.174862012779736	0.877628844469544	5.20182496931717	0.66913531389705	1958	1251	1652	2647	1913	1396	1588	1043	1983	3474	44.370	41.785	31.083	41.543	38.296	32.895	28.168	20.012	30.356	59.375
FN3KRP	0	0.176977060290406	0.877745034487504	5.44202134052815	0.669268362077824	1224	1209	2162	2943	2460	2768	3323	2486	1685	1763	27.737	40.382	40.679	46.189	49.247	65.225	58.943	47.699	25.794	30.132
GP9	0	-0.577902077980328	0.877885930956892	-4.35716333743821	0.66942026160597	0	1	1	1	0	0	0	1	0	1	0.000	0.033	0.019	0.016	0.000	0.000	0.000	0.019	0.000	0.017
C14orf162	0	-0.455692928716801	0.878033281320718	-2.24730857268763	0.669577097066326	1	13	0	38	3	6	14	1	13	7	0.023	0.434	0.000	0.596	0.060	0.141	0.248	0.019	0.199	0.120
SNURF	0	-0.410501767874074	0.878068056909602	1.84158158506652	0.669648093649628	92.78	120.4	112.46	588.94	185.91	245.37	0	22.61	269.53	306.54	2.102	4.022	2.116	9.243	3.722	5.782	0.000	0.434	4.126	5.239
LPPR3	0	0.535292408916081	0.878072071933862	1.12329816150997	0.669695633021384	42	19	2	513	1	394	1	13	238	18	0.952	0.635	0.038	8.051	0.020	9.284	0.018	0.249	3.643	0.308
NDUFA5	0	0.171194199508287	0.878276467848905	6.20540599422088	0.669900035749338	2491	2459	3224	5248	3526	4077	5809	1598	5941	4282	56.449	82.134	60.661	82.364	70.587	96.071	103.040	30.661	90.945	73.184
SNAPC4	0	0.236277628137895	0.878276467848905	3.51283955812649	0.669940498902677	535	382	296	1016	390	414	353	881	1499	339	12.124	12.759	5.569	15.946	7.807	9.756	6.262	16.904	22.947	5.794
RNF165	0	-0.355574915820856	0.878382830891172	2.15661894251694	0.670066124669286	80	128	573.41	220.91	172.34	25	666.45	203	75	71.32	1.813	4.275	10.789	3.467	3.450	0.589	11.821	3.895	1.148	1.219
ISLR	0	-0.219426250004285	0.878548601488602	7.40577064795701	0.670250300918525	10826	5706	6196	9479	10784	10337	1374	6587	12368	11936	245.329	190.588	116.581	148.768	215.884	243.582	24.372	126.385	189.330	204.000
DDX17	0	-0.211484635559099	0.878548601488602	9.09599403607728	0.670395135329692	25819	20296	30334	46276	21144	17116	43934	15294	35205	29708	585.086	677.914	570.751	726.276	423.280	403.322	779.300	293.446	538.919	507.744
FGGY	0	-0.245163195664015	0.878548601488602	2.91021017265659	0.670415088715723	282	279	392	716	352	150	254	314	560	648	6.390	9.319	7.376	11.237	7.047	3.535	4.505	6.025	8.573	11.075
LPAR5	0	0.297287840526972	0.878548601488602	1.7840400099114	0.670289316587225	208	154	49	174	121	191	157	85	450	198	4.714	5.144	0.922	2.731	2.422	4.501	2.785	1.631	6.889	3.384
NLRP13	0	-0.769708373737028	0.878548601488602	-3.41673013294031	0.670355207094596	0	9	0	7	0	0	0	0	14	0	0.000	0.301	0.000	0.110	0.000	0.000	0.000	0.000	0.214	0.000
DBNL	0	0.171164135845632	0.878656589366462	6.5469905392451	0.670542000577202	4493	2870	3747	5365	4534	3708	4334	7702	6817	4077	101.816	95.862	70.502	84.201	90.766	87.375	76.876	147.778	104.355	69.681
SLC6A1	0	0.357614606226065	0.878756597830259	0.19431559585052	0.670684612460027	40	41	106	15	11	25	57	129	54	61	0.906	1.369	1.994	0.235	0.220	0.589	1.011	2.475	0.827	1.043
CDS2	0	-0.161659608411597	0.878756597830259	5.46561939317545	0.670707345563081	1762	1331	3044	2691	2347	1975	2103	1700	3506	2268	39.929	44.457	57.275	42.234	46.984	46.539	37.303	32.618	53.670	38.763
DHCR7	0	0.270844536310597	0.878771311553864	6.32251691476246	0.670807601312771	898	1150	1277	17970	1452	4522	7515	4543	1669	4407	20.350	38.412	24.027	282.029	29.067	106.557	133.301	87.166	25.549	75.321
GTPBP1	0	0.15775442982024	0.878771311553864	5.91605612465883	0.67078000897801	2652	2138	2286	4758	2182	2379	4289	3235	4317	3196	60.097	71.412	43.012	74.674	43.681	56.059	76.078	62.070	66.085	54.623
SNRPN	0	0.221344429504297	0.878788589821931	6.36853064140914	0.6708653042856	2345.98	3027.15	2351.72	9043.76	2964.09	3790.63	8315.59	569.39	6066.79	6209.75	53.162	101.111	44.249	141.937	59.338	89.323	147.502	10.925	92.871	106.132
FAM35B2	0	-0.278319284774782	0.878806558764746	1.91575400322242	0.670923536303427	185	127	225	229	208	206	124	100	176	302	4.192	4.242	4.233	3.594	4.164	4.854	2.200	1.919	2.694	5.162
SIAH1	0	0.175544043905407	0.878873353021668	4.87855310784953	0.671059618167209	1402.97	1031.17	1372.14	1304.08	1303.94	1110.67	2697.57	1322.44	1995.78	1430.49	31.793	34.442	25.818	20.467	26.103	26.172	47.849	25.374	30.551	24.449
TAF1B	0	0.206239264074786	0.878873353021668	3.72883568089819	0.671063566176103	622	461	507	747	577	430	991	498	972	1050	14.095	15.398	9.539	11.724	11.551	10.133	17.578	9.555	14.879	17.946
NEURL3	0	0.403202629027006	0.878875077443194	0.178016554551446	0.671138273341921	40	84	1	62	24	25	199	55	40	17	0.906	2.806	0.019	0.973	0.480	0.589	3.530	1.055	0.612	0.291
ZNF570	0	-0.267266118758931	0.878875077443194	2.04279941842728	0.671153918930888	205.87	141	252	290	185	201	188	233	153	195	4.665	4.710	4.742	4.551	3.703	4.736	3.335	4.471	2.342	3.333
FAM173B	0	0.199470790232456	0.879092597322515	3.95946906576591	0.671394201999158	735	431	666	983	685	1111	776	871	1008	636	16.656	14.396	12.531	15.428	13.713	26.180	13.765	16.712	15.431	10.870
CCDC110	0	0.327769687698536	0.879092597322515	1.51041941258648	0.671409086335168	111	119	36	349	40	190	52	125	426	103	2.515	3.975	0.677	5.477	0.801	4.477	0.922	2.398	6.521	1.760
ZDHHC4	0	-0.180137084825812	0.879180511864162	5.43100286146876	0.67152076478572	1586	1458	3041	2097	2562	2467	2181	832	3759	2073	35.940	48.699	57.218	32.911	51.288	58.132	38.687	15.964	57.543	35.430
PCDHGB6	0	0.373323595793498	0.87924337764908	3.37384980137595	0.671613318556789	375.88	112.99	602.68	284.29	740.51	55.08	40	118.88	3521.07	256.99	8.518	3.774	11.340	4.462	14.824	1.298	0.710	2.281	53.901	4.392
EIF3K	0	-0.194749910814741	0.879276861641093	7.26032529452153	0.671683433816702	5884	5569	10808	7486	8506	3234	9432	11627	10098	4480	133.338	186.012	203.358	117.489	170.281	76.206	167.305	223.087	154.581	76.568
CBARA1	0	-0.162841656726577	0.879483065298738	5.94185013053023	0.671930051357556	2607	1590	3997	4023	3513	3091	2457	2345	4274	3693	59.077	53.108	75.206	63.139	70.326	72.836	43.582	44.993	65.427	63.118
PRPS1L1	0	0.553768595731598	0.879483065298738	-4.20242231738105	0.671892596165111	1	0	1	1	0	0	1	3	1	0	0.023	0.000	0.019	0.016	0.000	0.000	0.018	0.058	0.015	0.000
USO1	0	-0.176792392261587	0.879566602624015	6.93891003991351	0.672041370688996	5320	3304	7471	9299	6556	7405	4672	3788	6060	8904	120.557	110.358	140.571	145.943	131.244	174.492	82.872	72.680	92.767	152.179
C11orf46	0	-0.171674589827135	0.879566602624015	5.04581154712643	0.672082980477321	1446	1272	1733	2090	1775	1618	2408	740	2319	1508	32.768	42.487	32.607	32.801	35.534	38.127	42.713	14.198	35.499	25.773
ZRSR2	0	0.203349508345841	0.879833470063445	3.63624000471722	0.672331462332952	552	382	450	882	552	640	693	516	1185	661	12.509	12.759	8.467	13.843	11.050	15.081	12.292	9.900	18.140	11.297
REXO2	0	0.183704417462737	0.880034131569544	5.41623554610187	0.672613270207949	2067	1326	1534	2648	2039	1048	2945	2262	5721	1200	46.840	44.290	28.863	41.559	40.819	24.695	52.238	43.401	87.577	20.509
PNPO	0	0.200519010347838	0.880034131569544	5.73780215701065	0.672570368082109	1490	1926	1568	5538	2211	5633	1558	1145	4036	2839	33.765	64.331	29.503	86.916	44.262	132.736	27.636	21.969	61.783	48.522
SLC37A2	0	-0.247923210065725	0.880034131569544	4.03107404383145	0.67261852959441	1329	297	570	1293	879	601	202	385	1008	1949	30.117	9.920	10.725	20.293	17.597	14.162	3.583	7.387	15.431	33.311
CHCHD7	0	0.191930859728143	0.880404778161002	4.61938957770682	0.672946413861287	1056	778	1272	1321	1014	1671	2299	591	1431	1071	23.930	25.986	23.933	20.732	20.299	39.376	40.780	11.340	21.906	18.305
LRRK1	0	0.198068599483913	0.880424201980417	4.34636403706812	0.67300585716171	1382	456	735	1050	881	1422	1462	858	1418	675	31.318	15.231	13.829	16.479	17.637	33.508	25.933	16.462	21.707	11.537
AP4S1	0	-0.278912989550926	0.880476199371967	2.09753936114416	0.673090203673474	208	158	224	315	217	74	361	83	419	183	4.714	5.277	4.215	4.944	4.344	1.744	6.403	1.593	6.414	3.128
HNRNPUL2	0	0.184464897825101	0.880554763359424	7.35949099537342	0.673194865939813	7487.3	3862.02	6895.93	11790.43	7934	8651.81	4381.05	12683.96	9705	10763.44	169.670	128.997	129.751	185.044	158.830	203.872	77.711	243.367	148.565	183.959
NDUFAF3	0	-0.167523569466822	0.880651092861749	5.47683700829354	0.673313119018095	1944	1688	2371	2816	2389	1478	1337	1780	4691	2703	44.053	56.382	44.612	44.196	47.825	34.828	23.716	34.153	71.810	46.197
ACOXL	0	0.449923119059839	0.880656427296029	-3.46167544871186	0.673361805796452	4	0	2	4	1	4	6	3	3	0	0.091	0.000	0.038	0.063	0.020	0.094	0.106	0.058	0.046	0.000
S100A6	0	0.276455481207407	0.880767009132605	9.30509636539469	0.673554915674185	38673	23281	18863	16872	30534	4628	32743	54803	17234	74580	876.372	777.617	354.918	264.797	611.258	109.054	580.795	1051.504	263.819	1274.657
PAPOLG	0	0.197554464223056	0.880767009132605	4.40400098532428	0.673577006084637	1008	586	918	1304	941	801	2504	850	1012	950	22.842	19.573	17.273	20.466	18.838	18.875	44.416	16.309	15.492	16.237
IRAK1BP1	0	0.297860281970905	0.880767009132605	1.35895236588801	0.673580199771253	94.87	84.62	94.4	193.46	91.64	55.36	310.61	95.7	223.11	103.58	2.150	2.826	1.776	3.036	1.835	1.305	5.510	1.836	3.415	1.770
KCNA3	0	-0.329513828194354	0.880781132629927	-0.0513295670235065	0.67363561551916	33	53	52	57	45	78	37	10	85	17	0.748	1.770	0.978	0.895	0.901	1.838	0.656	0.192	1.301	0.291
C17orf44	0	-0.319488659611896	0.881120398641899	1.24102821424434	0.673939723406578	85	119	114	168	127	73	41	48	417	62	1.926	3.975	2.145	2.637	2.542	1.720	0.727	0.921	6.383	1.060
NUB1	0	-0.175800260645481	0.881252714532013	6.548458315796	0.674085565907604	4384.75	3502.72	5398.66	5096.58	4940.66	4921.7	2052.79	4176.82	8533.5	4670.69	99.363	116.996	101.579	79.988	98.907	115.975	36.412	80.141	130.631	79.827
BCL9L	0	-0.173760146387099	0.881319924176443	6.74972569222754	0.674185405601019	4757	4322	6413	5417	5656	4702	2726	6238	7072	6601	107.799	144.361	120.664	85.017	113.227	110.798	48.354	119.688	108.258	112.819
AMIGO3	0	0.286255605591409	0.881319924176443	1.58922413282068	0.674226259489253	89	127	89	255	103	198	99	92	292	226	2.017	4.242	1.675	4.002	2.062	4.666	1.756	1.765	4.470	3.863
SNX31	0	0.570036498428653	0.881382583747278	0.583801356253034	0.674318840285629	1	180	20	11	8	7	1	394	7	2	0.023	6.012	0.376	0.173	0.160	0.165	0.018	7.560	0.107	0.034
TMBIM6	0	0.250358803566953	0.881426626880739	10.2627625840998	0.674397183620381	39459	29878	49539	124455	48085	95483	30371	34730	78278	120096	894.183	997.966	932.103	1953.252	962.610	2249.966	538.720	666.364	1198.283	2052.577
RAB5C	0	0.205586688755448	0.881445433480551	7.32041770379699	0.674456221160835	6991	5933	5864	9537	7011	9618	2605	16180	7618	7868	158.424	198.170	110.334	149.678	140.353	226.639	46.207	310.445	116.617	134.473
LTA4H	0	0.17887243063955	0.881581914533465	6.5110124527906	0.674605307611035	3480	2921	4244	5334	4510	3793	7260	1815	10418	4622	78.861	97.565	79.853	83.714	90.285	89.378	128.778	34.824	159.479	78.995
RHOA	0	-0.207453446524627	0.881603780172069	9.35053870838559	0.674783001018598	37382	21663	32815	35994	37147	20606	31401	28941	46958	40123	847.116	723.574	617.432	564.906	743.643	485.561	556.990	555.290	718.835	685.748
F2RL1	0	0.305608359251063	0.881603780172069	3.12456794110692	0.674789415401243	222	362	19	1437	139	600	635	221	638	526	5.031	12.091	0.357	22.553	2.783	14.138	11.264	4.240	9.767	8.990
ZNF337	0	0.182402306123052	0.881603780172069	4.53889304021854	0.674800664683423	814.36	788.74	1233.72	1150.73	1136.76	1392.75	1116.26	938.13	2371.17	1051.56	18.454	26.345	23.213	18.060	22.757	32.819	19.800	18.000	36.298	17.972
CHST14	0	0.17287515436714	0.881603780172069	4.57333579206253	0.674671378283867	968	940	949	1361	1066	1032	1297	1054	2052	1562	21.936	31.397	17.856	21.360	21.340	24.318	23.006	20.223	31.412	26.696
NAP1L1	0	0.205929172555582	0.881635850920838	8.73312891332477	0.674914528161616	15611	11139	25106	18634	22759	16773	34258	11052	41626	25767	353.762	372.058	472.383	292.450	455.611	395.240	607.668	212.055	637.212	440.387
ODF2L	0	0.193907946456963	0.881635850920838	4.94123490126705	0.674910422291872	1027	1275	1203	2259	1180	640	3552	1900	1752	1085	23.273	42.587	22.635	35.454	23.622	15.081	63.005	36.455	26.820	18.544
RANGRF	0	0.192162885193656	0.881645167018309	4.36670642894166	0.674966318220784	809.41	677.72	1233.06	716.93	984.61	671.87	1810.54	1001.74	1375.75	1175.48	18.342	22.637	23.201	11.252	19.711	15.832	32.115	19.220	21.060	20.090
TOB2	0	-0.18334630731134	0.881646096924158	6.97293197731567	0.675044891400414	7718	3465	8833	5898	5370	4559	8409	3636	6055	9481	174.898	115.736	166.198	92.566	107.502	107.428	149.159	69.764	92.690	162.041
C14orf179	0	0.214409731849968	0.881646096924158	3.62314760624024	0.675066303557891	531	435	444	880	477	294	874	494	1540	633	12.033	14.530	8.354	13.811	9.549	6.928	15.503	9.478	23.574	10.819
ZGLP1	0	0.311282241322032	0.881646096924158	-0.669117922196676	0.675101005328867	18.75	33.45	13.53	36.51	20.92	27.35	42.14	29.49	67.98	17.16	0.425	1.117	0.255	0.573	0.419	0.644	0.747	0.566	1.041	0.293
MAPK7	0	-0.195640385630154	0.881657618979293	3.94094885431053	0.675493711333321	789.12	721	671.63	1081.47	618.61	768	768.01	835	870	574.5	17.882	24.082	12.637	16.973	12.384	18.097	13.623	16.021	13.318	9.819
IKBKAP	0	-0.154110181278783	0.881657618979293	5.68617258725856	0.675305946333431	2213	1768	3129	4015	2103	2400	2246	2185	4173	2457	50.149	59.054	58.874	63.013	42.100	56.554	39.840	41.924	63.880	41.993
FBXO42	0	-0.169380493198218	0.881657618979293	4.7374540449524	0.675511758924161	1195	954	1541	1956	1177	1267	1059	1271	2131	1165	27.080	31.865	28.995	30.698	23.562	29.856	18.785	24.387	32.621	19.911
QRICH1	0	-0.155413766171735	0.881657618979293	6.25213493569894	0.675232181143008	3556	2787	3783	5609	3680	3166	3280	2839	6292	4531	80.583	93.090	71.179	88.030	73.670	74.604	58.181	54.472	96.318	77.440
OTOP2	0	0.662742075779249	0.881657618979293	-4.47315631412889	0.675505592594103	0	0	0	0	1	2	0	0	0	0	0.000	0.000	0.000	0.000	0.020	0.047	0.000	0.000	0.000	0.000
MYL12B	0	0.191419919066622	0.881657618979293	8.53530142160031	0.675488365870586	15223	12958	13450	30121	13869	13970	23352	21710	36319	14979	344.970	432.815	253.069	472.732	277.642	329.190	414.217	416.549	555.973	256.008
MRPL21	0	0.19251290207727	0.881657618979293	4.53250551364794	0.67537014300618	642	775	991	2157	895	702	2320	1039	1940	888	14.548	25.886	18.646	33.853	17.917	16.542	41.152	19.935	29.698	15.177
C17orf58	0	-0.198629020279628	0.881657618979293	4.77950634265612	0.675162104892578	1767	1212	1012	1893	1059	888	1037	609	1420	3111	40.042	40.482	19.041	29.710	21.200	20.925	18.394	11.685	21.737	53.171
LOC339788	0	0.662742075779249	0.881657618979293	-4.47315631412889	0.675505592594103	0	0	0	0	1	2	0	0	0	0	0.000	0.000	0.000	0.000	0.020	0.047	0.000	0.000	0.000	0.000
ALG5	0	0.185721678012374	0.881827799786848	5.14818206274818	0.67568681629904	1198	1167	1516	2796	1524	831	4011	870	2613	2316	27.148	38.979	28.524	43.882	30.509	19.582	71.147	16.693	40.000	39.583
MYST3	0	-0.16821399943873	0.881906893762132	6.60437130271104	0.675792092434077	5042	2346	5600	7410	4916	5018	5854	2421	5743	5987	114.257	78.360	105.367	116.296	98.413	118.244	103.838	46.452	87.914	102.325
DPRXP4	0	-0.403396257261086	0.881959812560039	-2.91890207836762	0.675877317608187	4	6	8	3	3	2	14	2	3	1	0.091	0.200	0.151	0.047	0.060	0.047	0.248	0.038	0.046	0.017
CTSB	0	0.235514988029017	0.88197506409194	9.70668417039357	0.67597835552503	44025	23711	33908	41114	38659	56561	16090	38306	47549	82316	997.654	791.980	637.998	645.261	773.911	1332.806	285.404	734.977	727.882	1406.874
C17orf78	0	-0.609972993231075	0.88197506409194	-4.25252008167118	0.675961296455877	0	0	1	0	3	0	2	0	1	0	0.000	0.000	0.019	0.000	0.060	0.000	0.035	0.000	0.015	0.000
RABL2A	0	0.200202749489566	0.882040368921781	3.9228010777772	0.676073085934778	547	599	566	1253	507	872	1111	582	1364	544	12.396	20.007	10.650	19.665	10.150	20.548	19.707	11.167	20.880	9.298
